index,budget,genres,homepage,id,keywords,original_language,original_title,popularity,release_date,revenue,runtime,status,title,vote_average,vote_count,cast,director
91,165000000,Action Adventure Science Fiction,http://www.warof1996.com,47933,alternate history alien invasion,en,Independence Day: Resurgence,48.775723,22-06-2016,389681935,120,Released,Independence Day: Resurgence,4.9,2491,Liam Hemsworth Jeff Goldblum Bill Pullman Maika Monroe Sela Ward,Roland Emmerich
92,165000000,Fantasy Adventure Animation Family,http://www.howtotrainyourdragon.com/,10191,flying blacksmith arena island night,en,How to Train Your Dragon,67.263269,05-03-2010,494878759,98,Released,How to Train Your Dragon,7.5,4227,Jay Baruchel Gerard Butler Craig Ferguson America Ferrera Jonah Hill,Chris Sanders
93,200000000,Action Thriller Science Fiction,,296,saving the world artificial intelligence man vs machine cyborg killer robot,en,Terminator 3: Rise of the Machines,69.405188,02-07-2003,435000000,109,Released,Terminator 3: Rise of the Machines,5.9,2143,Arnold Schwarzenegger Nick Stahl Claire Danes Kristanna Loken David Andrews,Jonathan Mostow
94,170000000,Action Science Fiction Adventure,http://marvel.com/guardians,118340,marvel comic spaceship space outer space orphan,en,Guardians of the Galaxy,481.098624,30-07-2014,773328629,121,Released,Guardians of the Galaxy,7.9,9742,Chris Pratt Zoe Saldana Dave Bautista Vin Diesel Bradley Cooper,James Gunn
95,165000000,Adventure Drama Science Fiction,http://www.interstellarmovie.net/,157336,saving the world artificial intelligence father son relationship single parent nasa,en,Interstellar,724.247784,05-11-2014,675120017,169,Released,Interstellar,8.1,10867,Matthew McConaughey Jessica Chastain Anne Hathaway Michael Caine Casey Affleck,Christopher Nolan
96,160000000,Action Thriller Science Fiction Mystery Adventure,http://inceptionmovie.warnerbros.com/,27205,loss of lover dream kidnapping sleep subconsciousness,en,Inception,167.58371,14-07-2010,825532764,148,Released,Inception,8.1,13752,Leonardo DiCaprio Joseph Gordon-Levitt Ellen Page Tom Hardy Ken Watanabe,Christopher Nolan
97,15000000,Action Adventure Drama Horror Science Fiction,,315011,monster godzilla giant monster destruction kaiju,ja,シン・ゴジラ,9.476999,29-07-2016,77000000,120,Released,Shin Godzilla,6.5,143,Hiroki Hasegawa Yutaka Takenouchi Satomi Ishihara Kengo Kora Matsuo Satoru,Hideaki Anno
98,250000000,Adventure Fantasy Action,http://www.thehobbit.com/,49051,riddle elves dwarves orcs middle-earth (tolkien),en,The Hobbit: An Unexpected Journey,108.849621,26-11-2012,1021103568,169,Released,The Hobbit: An Unexpected Journey,7,8297,Ian McKellen Martin Freeman Richard Armitage Andy Serkis Cate Blanchett,Peter Jackson
99,38000000,Action Crime Thriller,,9799,street gang car race undercover auto-tuning los angeles,en,The Fast and the Furious,6.909942,22-06-2001,207283925,106,Released,The Fast and the Furious,6.6,3428,Paul Walker Vin Diesel Michelle Rodriguez Jordana Brewster Rick Yune,Rob Cohen
100,150000000,Fantasy Drama Thriller Mystery Romance,http://www.benjaminbutton.com/,4922,diary navy funeral tea travel,en,The Curious Case of Benjamin Button,60.269279,24-11-2008,333932083,166,Released,The Curious Case of Benjamin Button,7.3,3292,Cate Blanchett Brad Pitt Tilda Swinton Julia Ormond Elle Fanning,David Fincher
101,160000000,Action Science Fiction Adventure,http://www.x-menfirstclassmovie.com/,49538,cia mutant mine marvel comic superhero,en,X-Men: First Class,3.195174,24-05-2011,353624124,132,Released,X-Men: First Class,7.1,5181,James McAvoy Michael Fassbender Jennifer Lawrence Kevin Bacon Rose Byrne,Matthew Vaughn
102,160000000,Action Adventure Science Fiction,http://www.thehungergames.movie/,131634,revolution strong woman dystopia game of death 3d,en,The Hunger Games: Mockingjay - Part 2,127.284427,18-11-2015,653428261,137,Released,The Hunger Games: Mockingjay - Part 2,6.6,3984,Jennifer Lawrence Josh Hutcherson Liam Hemsworth Woody Harrelson Elizabeth Banks,Francis Lawrence
103,150000000,Fantasy Adventure Action Comedy Drama,http://disney.go.com/disneypictures/sorcerersapprentice/,27022,witch fire wolf fountain magic,en,The Sorcerer's Apprentice,35.580815,13-07-2010,215283742,109,Released,The Sorcerer's Apprentice,5.8,1470,Nicolas Cage Jay Baruchel Monica Bellucci Alfred Molina Teresa Palmer,Jon Turteltaub
104,160000000,Adventure Action Drama Thriller,http://www2.warnerbros.com/poseidon/,503,new year's eve fire drowning cataclysm loss of father,en,Poseidon,21.133748,12-05-2006,181674817,99,Released,Poseidon,5.5,583,Kurt Russell Richard Dreyfuss Josh Lucas Jacinda Barrett Emmy Rossum,Wolfgang Petersen
105,170000000,Fantasy,http://movies.disney.com/alice-through-the-looking-glass,241259,based on novel clock queen sequel alice in wonderland,en,Alice Through the Looking Glass,56.268916,25-05-2016,299370084,113,Released,Alice Through the Looking Glass,6.5,1725,Johnny Depp Mia Wasikowska Anne Hathaway Helena Bonham Carter Alan Rickman,James Bobin
106,160000000,Fantasy Adventure Animation Comedy Family,http://www.shrekthethird.com/flash/index.html,810,ambush sadness stage liberation of prisoners island,en,Shrek the Third,42.986467,17-05-2007,798958165,93,Released,Shrek the Third,6,2278,Mike Myers Eddie Murphy Cameron Diaz Julie Andrews Antonio Banderas,Chris Miller
107,160000000,Action Adventure Fantasy,http://www.warcraft-themovie.com/,68735,video game elves orcs magic chase,en,Warcraft,63.148529,25-05-2016,433677183,123,Released,Warcraft,6.3,2268,Paula Patton Travis Fimmel Ben Foster Robert Kazinsky Dominic Cooper,Duncan Jones
108,155000000,Science Fiction Action Thriller Adventure,http://www.terminatormovie.com/,87101,saving the world artificial intelligence cyborg killer robot future,en,Terminator Genisys,202.042635,23-06-2015,440603537,126,Released,Terminator Genisys,5.8,3631,Arnold Schwarzenegger Jason Clarke Emilia Clarke Jai Courtney J.K. Simmons,Alan Taylor
109,155000000,Adventure Family Fantasy,,10140,based on novel magic good vs evil king narnia,en,The Chronicles of Narnia: The Voyage of the Dawn Treader,49.661984,13-08-2010,415686217,113,Released,The Chronicles of Narnia: The Voyage of the Dawn Treader,6.2,1514,Skandar Keynes Georgie Henley Simon Pegg Gary Sweet Arthur Angel,Michael Apted
110,140000000,History Romance War,,676,nurse patriotism hawaii world war ii pilot,en,Pearl Harbor,34.20669,21-05-2001,449220945,183,Released,Pearl Harbor,6.6,1791,Ben Affleck Josh Hartnett Kate Beckinsale Cuba Gooding Jr. Jon Voight,Michael Bay
111,150000000,Adventure Science Fiction Action,http://www.transformersmovie.com/,1858,destroy transformation alien based on toy transformers,en,Transformers,25.468493,27-06-2007,709709780,144,Released,Transformers,6.6,4040,Shia LaBeouf Josh Duhamel Megan Fox Rachael Taylor Tyrese Gibson,Michael Bay
112,155000000,War History Action Adventure Drama,,1966,aristotle egypt greece persia elephant,en,Alexander,39.019229,21-11-2004,167298192,175,Released,Alexander,5.6,927,Colin Farrell Angelina Jolie Val Kilmer Jared Leto Jonathan Rhys Meyers,Oliver Stone
113,150000000,Adventure Fantasy Family Mystery,http://www.harrypotterorderofthephoenix.com/,675,prophecy witch loss of lover magic cutting the cord,en,Harry Potter and the Order of the Phoenix,78.144395,28-06-2007,938212738,138,Released,Harry Potter and the Order of the Phoenix,7.4,5494,Daniel Radcliffe Rupert Grint Emma Watson Michael Gambon Ralph Fiennes,David Yates
114,150000000,Adventure Fantasy Family,http://harrypotter.warnerbros.com/,674,magic dying and death broom sorcerer's apprentice school of witchcraft,en,Harry Potter and the Goblet of Fire,101.250416,05-11-2005,895921036,157,Released,Harry Potter and the Goblet of Fire,7.5,5608,Daniel Radcliffe Rupert Grint Emma Watson Ralph Fiennes Michael Gambon,Mike Newell
115,150000000,Fantasy Action,http://www.sonypictures.com/movies/hancock/,8960,flying alcohol love of one's life forbidden love lovers,en,Hancock,56.758411,01-07-2008,624029371,92,Released,Hancock,6.2,2961,Will Smith Charlize Theron Jason Bateman Jae Head Eddie Marsan,Peter Berg
116,150000000,Drama Horror Action Thriller Science Fiction,http://iamlegend.warnerbros.com/,6479,saving the world lost civilisation post-apocalyptic dystopia matter of life and death,en,I Am Legend,70.867401,14-12-2007,585349010,101,Released,I Am Legend,6.9,4853,Will Smith Alice Braga Charlie Tahan Salli Richardson-Whitfield Willow Smith,Francis Lawrence
117,150000000,Adventure Comedy Family Fantasy,https://www.warnerbros.com/charlie-and-chocolate-factory,118,london england father son relationship chocolate factory worker based on novel,en,Charlie and the Chocolate Factory,53.905592,13-07-2005,474968763,115,Released,Charlie and the Chocolate Factory,6.7,3624,Johnny Depp Freddie Highmore David Kelly AnnaSophia Robb Julia Winter,Tim Burton
118,150000000,Animation Comedy Family Fantasy,http://disney.go.com/disneypictures/ratatouille/,2062,paris brother brother relationship expensive restaurant river cook,en,Ratatouille,65.677399,22-06-2007,623722818,111,Released,Ratatouille,7.5,4369,Patton Oswalt Ian Holm Lou Romano Brian Dennehy Peter Sohn,Jan Pinkava
119,150000000,Action Crime Drama,http://www2.warnerbros.com/batmanbegins/index.html,272,himalaya martial arts dc comics crime fighter secret identity,en,Batman Begins,115.040024,10-06-2005,374218673,140,Released,Batman Begins,7.5,7359,Christian Bale Michael Caine Liam Neeson Katie Holmes Gary Oldman,Christopher Nolan
120,150000000,Family Animation,http://www.madagascar-themovie.com,10527,africa jealousy dance hunger lion,en,Madagascar: Escape 2 Africa,44.141021,30-10-2008,603900354,89,Released,Madagascar: Escape 2 Africa,6.2,1810,Ben Stiller Jada Pinkett Smith David Schwimmer Chris Rock Cedric the Entertainer,Eric Darnell
121,150000000,Adventure Fantasy Action Comedy Family,http://www.nightatthemuseummovie.com,18360,museum theodore roosevelt duringcreditsstinger amelia earhart smithsonian,en,Night at the Museum: Battle of the Smithsonian,81.781591,20-05-2009,413106170,105,Released,Night at the Museum: Battle of the Smithsonian,5.9,1971,Ben Stiller Amy Adams Owen Wilson Hank Azaria Robin Williams,Shawn Levy
122,150000000,Adventure Action Thriller Science Fiction,http://www.x-menorigins.com/,2080,corruption mutant boxer army marvel comic,en,X-Men Origins: Wolverine,5.954334,28-04-2009,373062864,107,Released,X-Men Origins: Wolverine,6.2,4021,Hugh Jackman Liev Schreiber Danny Huston Lynn Collins Ryan Reynolds,Gavin Hood
123,150000000,Adventure Action Thriller Science Fiction,,605,saving the world artificial intelligence man vs machine flying philosophy,en,The Matrix Revolutions,73.313918,05-11-2003,424988211,129,Released,The Matrix Revolutions,6.4,3096,Keanu Reeves Laurence Fishburne Carrie-Anne Moss Hugo Weaving Mary Alice,Lilly Wachowski
124,150000000,Animation Adventure Family,http://movies.disney.com/frozen,109445,queen musical princess betrayal snowman,en,Frozen,165.125366,27-11-2013,1274219009,102,Released,Frozen,7.3,5295,Kristen Bell Idina Menzel Jonathan Groff Josh Gad Santino Fontana,Chris Buck
125,150000000,Adventure Action Thriller Science Fiction,,604,saving the world artificial intelligence man vs machine martial arts kung fu,en,The Matrix Reloaded,70.78591,15-05-2003,738599701,138,Released,The Matrix Reloaded,6.7,3443,Keanu Reeves Carrie-Anne Moss Laurence Fishburne Hugo Weaving Helmut Bakaitis,Lilly Wachowski
126,170000000,Action Adventure Fantasy,http://marvel.com/thor,76338,marvel comic superhero based on comic book hostile takeover norse mythology,en,Thor: The Dark World,99.499595,29-10-2013,644571402,112,Released,Thor: The Dark World,6.8,4755,Chris Hemsworth Natalie Portman Tom Hiddleston Anthony Hopkins Christopher Eccleston,Alan Taylor
127,150000000,Action Adventure Science Fiction Thriller,http://www.madmaxmovie.com/,76341,future chase post-apocalyptic dystopia australia,en,Mad Max: Fury Road,434.278564,13-05-2015,378858340,120,Released,Mad Max: Fury Road,7.2,9427,Tom Hardy Charlize Theron Nicholas Hoult Hugh Keays-Byrne Josh Helman,George Miller
128,150000000,Thriller Mystery,http://www.angelsanddemons.com/,13448,rome vatican based on novel symbolism christian,en,Angels & Demons,67.447636,13-05-2009,356613439,138,Released,Angels & Demons,6.5,2129,Tom Hanks Ewan McGregor Ayelet Zurer Stellan Skarsg\u00e5rd Pierfrancesco Favino,Ron Howard
129,150000000,Adventure Fantasy Action,http://thor.marvel.com/,10195,new mexico banishment shield marvel comic hammer,en,Thor,86.493424,21-04-2011,449326618,115,Released,Thor,6.6,6525,Chris Hemsworth Natalie Portman Tom Hiddleston Anthony Hopkins Stellan Skarsg\u00e5rd,Kenneth Branagh
130,150000000,Animation Family Adventure Comedy,http://movies.disney.com/bolt,13053,hamster kids and family animal cat vs dog duringcreditsstinger,en,Bolt,41.845878,21-11-2008,309979994,98,Released,Bolt,6.3,1750,John Travolta Miley Cyrus Susie Essman Mark Walton Malcolm McDowell,Chris Williams
131,150000000,Fantasy Action Adventure Family Comedy,http://disney.go.com/disneypictures/gforce/,19585,dyr duringcreditsstinger,en,G-Force,26.710398,21-07-2009,292817841,88,Released,G-Force,5.1,510,Sam Rockwell Pen\u00e9lope Cruz Tracy Morgan Jon Favreau Steve Buscemi,Hoyt Yeatman
132,150000000,Adventure,http://www.wrathofthetitansmovie.org,57165,underworld hades mythology greek mythology zeus,en,Wrath of the Titans,44.927635,27-03-2012,301000000,99,Released,Wrath of the Titans,5.5,1431,Sam Worthington Liam Neeson Ralph Fiennes Edgar Ram\u00edrez Toby Kebbell,Jonathan Liebesman
133,150000000,Comedy Fantasy,http://darkshadowsmovie.warnerbros.com,62213,witch imprisonment vampire curse fish out of water,en,Dark Shadows,50.306728,08-05-2012,245527149,113,Released,Dark Shadows,5.7,2320,Johnny Depp Michelle Pfeiffer Helena Bonham Carter Jackie Earle Haley Jonny Lee Miller,Tim Burton
134,150000000,Action Adventure Thriller,http://www.missionimpossible.com,177677,london england spy austria villain sequel,en,Mission: Impossible - Rogue Nation,114.522237,23-07-2015,682330139,131,Released,Mission: Impossible - Rogue Nation,7.1,3224,Tom Cruise Rebecca Ferguson Simon Pegg Jeremy Renner Ving Rhames,Christopher McQuarrie
135,150000000,Drama Horror Thriller,http://www.thewolfmanmovie.com/,7978,father son relationship victorian england remake rural setting werewolf,en,The Wolfman,21.214571,11-02-2010,0,102,Released,The Wolfman,5.5,549,Benicio del Toro Anthony Hopkins Emily Blunt Hugo Weaving Cristina Contes,Joe Johnston
136,150000000,Family Animation Adventure Comedy,http://www.beemovie.com/,5559,factory worker tennis flower florist flower shop,en,Bee Movie,29.332905,28-10-2007,287594577,91,Released,Bee Movie,5.7,1171,Jerry Seinfeld Ren\u00e9e Zellweger Jim Cummings Matthew Broderick Patrick Warburton,Steve Hickner
137,150000000,Animation Family,http://www.kungfupanda.com/,49444,martial arts hope fleet panda mission,en,Kung Fu Panda 2,51.247321,25-05-2011,665692281,91,Released,Kung Fu Panda 2,6.7,1880,Jack Black Angelina Jolie Dustin Hoffman Gary Oldman Jackie Chan,Jennifer Yuh Nelson
138,150000000,Action Adventure Family Fantasy,http://www.thelastairbendermovie.com/,10196,fire ice war ship prince kingdom,en,The Last Airbender,33.769336,30-06-2010,318502923,103,Released,The Last Airbender,4.7,1151,Noah Ringer Nicola Peltz Jackson Rathbone Dev Patel Shaun Toub,M. Night Shyamalan
139,150000000,Adventure Action Thriller,http://www.missionimpossible.com/,956,berlin cia vatican white house secret identity,en,Mission: Impossible III,63.079003,03-05-2006,397850012,126,Released,Mission: Impossible III,6.5,2028,Tom Cruise Philip Seymour Hoffman Ving Rhames Billy Crudup Jonathan Rhys Meyers,J.J. Abrams
140,150000000,Action Drama Thriller,,117251,usa president conspiracy secret service the white house,en,White House Down,39.004588,27-06-2013,205366737,131,Released,White House Down,6.4,1891,Channing Tatum Jamie Foxx Joey King Maggie Gyllenhaal Richard Jenkins,Roland Emmerich
141,150000000,Adventure Animation Family,http://disney.go.com/disneypictures/marsneedsmoms/#home,50321,boy alien rescue martian alien abduction,en,Mars Needs Moms,12.362599,09-03-2011,38992758,88,Released,Mars Needs Moms,5.5,199,Seth Green Joan Cusack Dan Fogler Breckin Meyer Elisabeth Harnois,Simon Wells
142,149000000,Adventure Animation Comedy Family,http://www.dreamworksanimation.com/flushed/,11619,london england underworld return ship frog,en,Flushed Away,22.550135,22-10-2006,64459316,85,Released,Flushed Away,6,874,Hugh Jackman Kate Winslet Ian McKellen Jean Reno Bill Nighy,David Bowers
143,150000000,Adventure Family Fantasy,,266647,flying magic fairy tale peter pan mermaid,en,Pan,48.03528,24-09-2015,128388320,111,Released,Pan,5.9,954,Levi Miller Garrett Hedlund Hugh Jackman Rooney Mara Amanda Seyfried,Joe Wright
144,145000000,Animation Adventure Family,,82703,father son relationship egypt intelligence adoption time travel,en,Mr. Peabody & Sherman,38.73494,07-02-2014,272912430,92,Released,Mr. Peabody & Sherman,6.7,843,Ty Burrell Max Charles Ariel Winter Allison Janney Ellie Kemper,Rob Minkoff
